"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""12"",""36954"",""0.0-12.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""13"",""37455"",""0.0-13.0"",""8599403"""
"3939.45,""<p> J'accepte de </p>trouver 20 mots commencant par la lettre 'P'<p> pour </p>1 boite de caviar.<p> </p>"",""0"",""999"",""999"",""quest_pract"",""3"",""trouver 20 mots commencant par la lettre 'P'"",""999"",""1 boite de caviar."",""999"",""html-button-response"",""14"",""41897"",""0.0-14.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""15"",""41899"",""0.0-15.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""16"",""42400"",""0.0-16.0"",""8599403"""
"2164.22,""<p> J'accepte de </p>faire 1 trou dans le mur Ã  la perÃ§euse<p> pour </p>1 balle de tennis.<p> </p>"",""0"",""999"",""999"",""quest_pract"",""4"",""faire 1 trou dans le mur Ã  la perÃ§euse"",""999"",""1 balle de tennis."",""999"",""html-button-response"",""17"",""45067"",""0.0-17.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""18"",""45069"",""0.0-18.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""19"",""45571"",""0.0-19.0"",""8599403"""
"2048.33,""<p> J'accepte de </p>trouver 20 personnes dans l'annuaire<p> pour </p>1 bouteille de cidre.<p> </p>"",""0"",""999"",""999"",""quest_pract"",""5"",""trouver 20 personnes dans l'annuaire"",""999"",""1 bouteille de cidre."",""999"",""html-button-response"",""20"",""48121"",""0.0-20.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""21"",""48124"",""0.0-21.0"",""8599403"""
"924.525,""<p> PrÃªt pour dÃ©buter ? </p><p> <strong> Appuyer sur la barre d'espace pour continuer. </strong></p>"",""999"",""999"",""32"",""instr_exp"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""22"",""49049"",""0.0-22.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""23"",""49551"",""0.0-23.0"",""8599403"""
"4749.2,""<p> J'accepte de </p>Ã©couter un discours ennuyeux<p> pour </p>recevoir une place de cinÃ©ma au choix.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""0"",""Ã©couter un discours ennuyeux"",""1"",""recevoir une place de cinÃ©ma au choix."",""16"",""html-button-response"",""24"",""54803"",""0.0-24.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""25"",""54806"",""0.0-25.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""26"",""55307"",""0.0-26.0"",""8599403"""
"4017.02,""<p> J'accepte de </p>rÃ©sumer un texte d'une page en 5 lignes<p> pour </p>recevoir un grand cahier.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""1"",""rÃ©sumer un texte d'une page en 5 lignes"",""16"",""recevoir un grand cahier."",""22"",""html-button-response"",""27"",""59825"",""0.0-27.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""28"",""59827"",""0.0-28.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""29"",""60330"",""0.0-29.0"",""8599403"""
"2796.08,""<p> J'accepte de </p>gonfler une dizaine de ballon de baudruche<p> pour </p>voir un enfant sourire.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""2"",""gonfler une dizaine de ballon de baudruche"",""12"",""voir un enfant sourire."",""3"",""html-button-response"",""30"",""63627"",""0.0-30.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""31"",""63629"",""0.0-31.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""32"",""64131"",""0.0-32.0"",""8599403"""
"4190.23,""<p> J'accepte de </p>courir 1 km sur un tapis roulant<p> pour </p>Ãªtre applaudi(e).<p> </p>"",""0"",""999"",""999"",""quest_exp"",""3"",""courir 1 km sur un tapis roulant"",""9"",""Ãªtre applaudi(e)."",""6"",""html-button-response"",""33"",""68823"",""0.0-33.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""34"",""68825"",""0.0-34.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""35"",""69327"",""0.0-35.0"",""8599403"""
"3330.5,""<p> J'accepte de </p>passer le balai dans une grande piÃ¨ce<p> pour </p>recevoir un grand cahier.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""4"",""passer le balai dans une grande piÃ¨ce"",""8"",""recevoir un grand cahier."",""22"",""html-button-response"",""36"",""73160"",""0.0-36.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""37"",""73162"",""0.0-37.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""38"",""73663"",""0.0-38.0"",""8599403"""
"3182.9,""<p> J'accepte de </p>gonfler une dizaine de ballon de baudruche<p> pour </p>recevoir un faire-part de naissance.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""5"",""gonfler une dizaine de ballon de baudruche"",""12"",""recevoir un faire-part de naissance."",""5"",""html-button-response"",""39"",""77348"",""0.0-39.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""40"",""77351"",""0.0-40.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""41"",""77852"",""0.0-41.0"",""8599403"""
"2944.78,""<p> J'accepte de </p>remplir une dÃ©claration d'impÃ´ts<p> pour </p>recevoir un petit briquet.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""6"",""remplir une dÃ©claration d'impÃ´ts"",""17"",""recevoir un petit briquet."",""23"",""html-button-response"",""42"",""81300"",""0.0-42.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""43"",""81302"",""0.0-43.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""44"",""81804"",""0.0-44.0"",""8599403"""
"4523.75,""<p> J'accepte de </p>monter Ã  pied 5 Ã©tages d'escalier<p> pour </p>recevoir un faire-part de naissance.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""7"",""monter Ã  pied 5 Ã©tages d'escalier"",""7"",""recevoir un faire-part de naissance."",""5"",""html-button-response"",""45"",""86830"",""0.0-45.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""46"",""86832"",""0.0-46.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""47"",""87334"",""0.0-47.0"",""8599403"""
"4446.43,""<p> J'accepte de </p>calculer le prix total de 15 achats<p> pour </p>recevoir un petit briquet.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""8"",""calculer le prix total de 15 achats"",""20"",""recevoir un petit briquet."",""23"",""html-button-response"",""48"",""92283"",""0.0-48.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""49"",""92287"",""0.0-49.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""50"",""92788"",""0.0-50.0"",""8599403"""
"2805.82,""<p> J'accepte de </p>Ã©plucher une dizaine de patates<p> pour </p>recevoir un croque monsieur.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""9"",""Ã©plucher une dizaine de patates"",""11"",""recevoir un croque monsieur."",""15"",""html-button-response"",""51"",""96097"",""0.0-51.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""52"",""96099"",""0.0-52.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""53"",""96601"",""0.0-53.0"",""8599403"""
"1842.91,""<p> J'accepte de </p>prendre la parole en public<p> pour </p>Ãªtre applaudi(e).<p> </p>"",""0"",""999"",""999"",""quest_exp"",""10"",""prendre la parole en public"",""2"",""Ãªtre applaudi(e)."",""6"",""html-button-response"",""54"",""98946"",""0.0-54.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""55"",""98948"",""0.0-55.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""56"",""99450"",""0.0-56.0"",""8599403"""
"5140.9,""<p> J'accepte de </p>faire un trajet debout dans un train bondÃ©<p> pour </p>prendre un(e) ami(e) dans ses bras.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""11"",""faire un trajet debout dans un train bondÃ©"",""5"",""prendre un(e) ami(e) dans ses bras."",""2"",""html-button-response"",""57"",""105094"",""0.0-57.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""58"",""105097"",""0.0-58.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""59"",""105599"",""0.0-59.0"",""8599403"""
"3032.89,""<p> J'accepte de </p>passer le balai dans une grande piÃ¨ce<p> pour </p>Ãªtre invitÃ©(e) par des amis Ã  dÃ®ner.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""12"",""passer le balai dans une grande piÃ¨ce"",""8"",""Ãªtre invitÃ©(e) par des amis Ã  dÃ®ner."",""4"",""html-button-response"",""60"",""109135"",""0.0-60.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""61"",""109137"",""0.0-61.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""62"",""109638"",""0.0-62.0"",""8599403"""
"1705.73,""<p> J'accepte de </p>lire un chapitre du code civil<p> pour </p>recevoir un DVD au choix sur Internet.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""13"",""lire un chapitre du code civil"",""21"",""recevoir un DVD au choix sur Internet."",""18"",""html-button-response"",""63"",""111847"",""0.0-63.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""64"",""111849"",""0.0-64.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""65"",""112351"",""0.0-65.0"",""8599403"""
"2982.64,""<p> J'accepte de </p>planter 10 clous dans une planche<p> pour </p>recevoir un pot de miel.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""14"",""planter 10 clous dans une planche"",""15"",""recevoir un pot de miel."",""13"",""html-button-response"",""66"",""115836"",""0.0-66.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""67"",""115838"",""0.0-67.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""68"",""116341"",""0.0-68.0"",""8599403"""
"3130.62,""<p> J'accepte de </p>trier 100 mots par ordre alphabÃ©tique<p> pour </p>recevoir un livre au choix sur Internet.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""15"",""trier 100 mots par ordre alphabÃ©tique"",""18"",""recevoir un livre au choix sur Internet."",""24"",""html-button-response"",""69"",""119975"",""0.0-69.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""70"",""119977"",""0.0-70.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""71"",""120479"",""0.0-71.0"",""8599403"""
"3499.83,""<p> J'accepte de </p>trouver de tÃªte la date d'il y a 100 jours<p> pour </p>recevoir un livre au choix sur Internet.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""16"",""trouver de tÃªte la date d'il y a 100 jours"",""23"",""recevoir un livre au choix sur Internet."",""24"",""html-button-response"",""72"",""124481"",""0.0-72.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""73"",""124483"",""0.0-73.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""74"",""124984"",""0.0-74.0"",""8599403"""
"2699.46,""<p> J'accepte de </p>Ã©peler 10 mots Ã  l'envers<p> pour </p>recevoir une baguette de pain.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""17"",""Ã©peler 10 mots Ã  l'envers"",""22"",""recevoir une baguette de pain."",""7"",""html-button-response"",""75"",""128186"",""0.0-75.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""76"",""128188"",""0.0-76.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""77"",""128689"",""0.0-77.0"",""8599403"""
"6530.35,""<p> J'accepte de </p>trier 100 mots par ordre alphabÃ©tique<p> pour </p>recevoir une grille de loto.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""18"",""trier 100 mots par ordre alphabÃ©tique"",""18"",""recevoir une grille de loto."",""19"",""html-button-response"",""78"",""135723"",""0.0-78.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""79"",""135725"",""0.0-79.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""80"",""136226"",""0.0-80.0"",""8599403"""
"6380.29,""<p> J'accepte de </p>rÃ©soudre 10 soustractions de tÃªte<p> pour </p>recevoir une place de cinÃ©ma au choix.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""19"",""rÃ©soudre 10 soustractions de tÃªte"",""24"",""recevoir une place de cinÃ©ma au choix."",""16"",""html-button-response"",""81"",""143109"",""0.0-81.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""82"",""143112"",""0.0-82.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""83"",""143615"",""0.0-83.0"",""8599403"""
"3228.81,""<p> J'accepte de </p>porter deux lourds sacs de courses sur 1 km<p> pour </p>recevoir une barquette de fraises.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""20"",""porter deux lourds sacs de courses sur 1 km"",""13"",""recevoir une barquette de fraises."",""11"",""html-button-response"",""84"",""147346"",""0.0-84.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""85"",""147349"",""0.0-85.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""86"",""147850"",""0.0-86.0"",""8599403"""
"4811.5,""<p> J'accepte de </p>prÃªter mon tÃ©lÃ©phone Ã  un inconnu<p> pour </p>recevoir un cafÃ© expresso.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""21"",""prÃªter mon tÃ©lÃ©phone Ã  un inconnu"",""4"",""recevoir un cafÃ© expresso."",""12"",""html-button-response"",""87"",""153163"",""0.0-87.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""88"",""153166"",""0.0-88.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""89"",""153667"",""0.0-89.0"",""8599403"""
"6938.88,""<p> J'accepte de </p>dÃ©boucher 10 bouteilles Ã  la main<p> pour </p>recevoir une part de pizza.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""22"",""dÃ©boucher 10 bouteilles Ã  la main"",""14"",""recevoir une part de pizza."",""9"",""html-button-response"",""90"",""161108"",""0.0-90.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""91"",""161111"",""0.0-91.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""92"",""161612"",""0.0-92.0"",""8599403"""
"12896.3,""<p> J'accepte de </p>planter 10 clous dans une planche<p> pour </p>recevoir un cafÃ© expresso.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""23"",""planter 10 clous dans une planche"",""15"",""recevoir un cafÃ© expresso."",""12"",""html-button-response"",""93"",""175011"",""0.0-93.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""94"",""175013"",""0.0-94.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""95"",""175515"",""0.0-95.0"",""8599403"""
"2120.99,""<p> J'accepte de </p>monter Ã  pied 5 Ã©tages d'escalier<p> pour </p>recevoir un croque monsieur.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""24"",""monter Ã  pied 5 Ã©tages d'escalier"",""7"",""recevoir un croque monsieur."",""15"",""html-button-response"",""96"",""178139"",""0.0-96.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""97"",""178141"",""0.0-97.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""98"",""178642"",""0.0-98.0"",""8599403"""
"3509.85,""<p> J'accepte de </p>trouver de tÃªte la date d'il y a 100 jours<p> pour </p>recevoir un pot de miel.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""25"",""trouver de tÃªte la date d'il y a 100 jours"",""23"",""recevoir un pot de miel."",""13"",""html-button-response"",""99"",""182655"",""0.0-99.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""100"",""182657"",""0.0-100.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""101"",""183158"",""0.0-101.0"",""8599403"""
"2324.41,""<p> J'accepte de </p>aller nourrir le chat du voisin en son absence<p> pour </p>recevoir une crÃªpe au sucre.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""26"",""aller nourrir le chat du voisin en son absence"",""3"",""recevoir une crÃªpe au sucre."",""14"",""html-button-response"",""102"",""185985"",""0.0-102.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""103"",""185987"",""0.0-103.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""104"",""186489"",""0.0-104.0"",""8599403"""
"2921.68,""<p> J'accepte de </p>rÃ©sumer un texte d'une page en 5 lignes<p> pour </p>recevoir un compliment.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""27"",""rÃ©sumer un texte d'une page en 5 lignes"",""16"",""recevoir un compliment."",""1"",""html-button-response"",""105"",""189913"",""0.0-105.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""106"",""189915"",""0.0-106.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""107"",""190417"",""0.0-107.0"",""8599403"""
"2259,""<p> J'accepte de </p>calculer le prix total de 15 achats<p> pour </p>recevoir une barquette de fraises.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""28"",""calculer le prix total de 15 achats"",""20"",""recevoir une barquette de fraises."",""11"",""html-button-response"",""108"",""193179"",""0.0-108.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""109"",""193181"",""0.0-109.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""110"",""193683"",""0.0-110.0"",""8599403"""
"2486.13,""<p> J'accepte de </p>prendre RDV par tÃ©lÃ©phone<p> pour </p>recevoir une part de pizza.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""29"",""prendre RDV par tÃ©lÃ©phone"",""6"",""recevoir une part de pizza."",""9"",""html-button-response"",""111"",""196671"",""0.0-111.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""112"",""196673"",""0.0-112.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""113"",""197174"",""0.0-113.0"",""8599403"""
"1854.74,""<p> J'accepte de </p>rÃ©soudre 10 soustractions de tÃªte<p> pour </p>recevoir un casque audio.<p> </p>"",""1"",""999"",""999"",""quest_exp"",""30"",""rÃ©soudre 10 soustractions de tÃªte"",""24"",""recevoir un casque audio."",""20"",""html-button-response"",""114"",""199533"",""0.0-114.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""115"",""199535"",""0.0-115.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""116"",""200037"",""0.0-116.0"",""8599403"""
"1870.65,""<p> J'accepte de </p>courir 1 km sur un tapis roulant<p> pour </p>recevoir un Ã©clair au chocolat.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""31"",""courir 1 km sur un tapis roulant"",""9"",""recevoir un Ã©clair au chocolat."",""10"",""html-button-response"",""117"",""202411"",""0.0-117.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""118"",""202413"",""0.0-118.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""119"",""202915"",""0.0-119.0"",""8599403"""
"2652.7,""<p> J'accepte de </p>faire un trajet debout dans un train bondÃ©<p> pour </p>Ãªtre invitÃ©(e) par des amis Ã  dÃ®ner.<p> </p>"",""0"",""999"",""999"",""quest_exp"",""32"",""faire un trajet debout dans un train bondÃ©"",""5"",""Ãªtre invitÃ©(e) par des amis Ã  dÃ®ner."",""4"",""html-button-response"",""120"",""206071"",""0.0-120.0"",""8599403"""
"999,""999"",""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""121"",""206073"",""0.0-121.0"",""8599403"""
"999,""fixation_cross"",""999"",""999"",""999"",""fixation"",""999"",""999"",""999"",""999"",""999"",""html-keyboard-response"",""122"",""206575"",""0.0-122.0"",""8599403"""
