"999,""imgJS/WMN_scramble_36.jpg,imgJS/WMN_scramble_67.jpg,imgJS/WMN_scramble_43.jpg,imgJS/WMN_scramble_25.jpg,imgJS/WMN_scramble_39.jpg,imgJS/WMN_scramble_58.jpg,imgJS/WMN_scramble_7.jpg,imgJS/WMN_scramble_88.jpg,imgJS/WMN_31.jpg,imgJS/WMN_scramble_66.jpg,"",""999"",""999"",""rsvp_img_15"",""0"",""0"",""2"",""5"",""2"",""8"",""3"",""10"",""0"",""rsvp_flux"",""14"",""12703"",""0.0-14.0"",""2365186""";
"1141.9549999991,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswFem"",""0"",""0"",""2"",""5"",""2"",""8"",""3"",""10"",""0"",""html-keyboard-response"",""15"",""13848"",""0.0-15.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""16"",""14887"",""0.0-16.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""1"",""2"",""6"",""2"",""4"",""2"",""6"",""1"",""html-keyboard-response"",""17"",""15390"",""0.0-17.0"",""2365186""";
"999,""imgJS/WFN_scramble_32.jpg,imgJS/WFN_scramble_20.jpg,imgJS/WFN_scramble_17.jpg,imgJS/WFN_scramble_35.jpg,imgJS/WFN_35.jpg,imgJS/WFN_scramble_39.jpg,imgJS/WMF_25.jpg,imgJS/WFN_scramble_1.jpg,imgJS/WFN_scramble_74.jpg,imgJS/WFN_scramble_29.jpg,imgJS/WFN"",""999"",""999"",""rsvp_img_15"",""0"",""1"",""2"",""6"",""2"",""4"",""2"",""6"",""1"",""rsvp_flux"",""18"",""16443"",""0.0-18.0"",""2365186""";
"880.71500003571,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswHom"",""0"",""1"",""2"",""6"",""2"",""4"",""2"",""6"",""1"",""html-keyboard-response"",""19"",""17326"",""0.0-19.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""20"",""18373"",""0.0-20.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""2"",""2"",""5"",""2"",""8"",""3"",""12"",""0"",""html-keyboard-response"",""21"",""18879"",""0.0-21.0"",""2365186""";
"999,""imgJS/WMN_scramble_8.jpg,imgJS/WMN_scramble_31.jpg,imgJS/WMN_scramble_81.jpg,imgJS/WMN_scramble_20.jpg,imgJS/WMN_scramble_15.jpg,imgJS/WMN_scramble_47.jpg,imgJS/WMN_scramble_37.jpg,imgJS/WMN_scramble_41.jpg,imgJS/WMN_33.jpg,imgJS/WMN_scramble_26.jpg,"",""999"",""999"",""rsvp_img_15"",""0"",""2"",""2"",""5"",""2"",""8"",""3"",""12"",""0"",""rsvp_flux"",""22"",""19932"",""0.0-22.0"",""2365186""";
"719.42999999737,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswFem"",""0"",""2"",""2"",""5"",""2"",""8"",""3"",""12"",""0"",""html-keyboard-response"",""23"",""20654"",""0.0-23.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""24"",""21693"",""0.0-24.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""3"",""2"",""6"",""2"",""6"",""2"",""10"",""0"",""html-keyboard-response"",""25"",""22196"",""0.0-25.0"",""2365186""";
"999,""imgJS/WFN_scramble_54.jpg,imgJS/WFN_scramble_4.jpg,imgJS/WFN_scramble_84.jpg,imgJS/WFN_scramble_78.jpg,imgJS/WFN_scramble_24.jpg,imgJS/WFN_scramble_10.jpg,imgJS/WFN_16.jpg,imgJS/WFN_scramble_76.jpg,imgJS/WFN_scramble_42.jpg,imgJS/WFN_scramble_40.jpg,"",""999"",""999"",""rsvp_img_15"",""0"",""3"",""2"",""6"",""2"",""6"",""2"",""10"",""0"",""rsvp_flux"",""26"",""23249"",""0.0-26.0"",""2365186""";
"692.12999998126,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""0"",""3"",""2"",""6"",""2"",""6"",""2"",""10"",""0"",""html-keyboard-response"",""27"",""23944"",""0.0-27.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""28"",""24977"",""0.0-28.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""4"",""2"",""3"",""2"",""8"",""3"",""12"",""2"",""html-keyboard-response"",""29"",""25481"",""0.0-29.0"",""2365186""";
"999,""imgJS/WMN_scramble_8.jpg,imgJS/WMN_scramble_38.jpg,imgJS/WMN_scramble_37.jpg,imgJS/WMN_scramble_8.jpg,imgJS/WMN_scramble_16.jpg,imgJS/WMN_scramble_77.jpg,imgJS/WMN_scramble_34.jpg,imgJS/WMN_scramble_66.jpg,imgJS/WMN_59.jpg,imgJS/WMN_scramble_41.jpg,i"",""999"",""999"",""rsvp_img_15"",""0"",""4"",""2"",""3"",""2"",""8"",""3"",""12"",""2"",""rsvp_flux"",""30"",""26534"",""0.0-30.0"",""2365186""";
"2312.5349999755,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswFem"",""0"",""4"",""2"",""3"",""2"",""8"",""3"",""12"",""2"",""html-keyboard-response"",""31"",""28849"",""0.0-31.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""32"",""29886"",""0.0-32.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""5"",""2"",""4"",""2"",""8"",""2"",""10"",""2"",""html-keyboard-response"",""33"",""30389"",""0.0-33.0"",""2365186""";
"999,""imgJS/WFN_scramble_67.jpg,imgJS/WFN_scramble_79.jpg,imgJS/WFN_scramble_64.jpg,imgJS/WFN_scramble_74.jpg,imgJS/WFN_scramble_85.jpg,imgJS/WFN_scramble_45.jpg,imgJS/WFN_scramble_59.jpg,imgJS/WFN_scramble_77.jpg,imgJS/WFN_7.jpg,imgJS/WFN_scramble_12.jpg,"",""999"",""999"",""rsvp_img_15"",""0"",""5"",""2"",""4"",""2"",""8"",""2"",""10"",""2"",""rsvp_flux"",""34"",""31442"",""0.0-34.0"",""2365186""";
"672.43999999482,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""0"",""5"",""2"",""4"",""2"",""8"",""2"",""10"",""2"",""html-keyboard-response"",""35"",""32117"",""0.0-35.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""36"",""33150"",""0.0-36.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""0"",""1"",""4"",""1"",""5"",""2"",""7"",""2"",""html-keyboard-response"",""37"",""33655"",""0.0-37.0"",""2365186""";
"999,""imgJS/WFN_scramble_69.jpg,imgJS/WFN_scramble_77.jpg,imgJS/WFN_scramble_71.jpg,imgJS/WFN_scramble_39.jpg,imgJS/WFN_scramble_78.jpg,imgJS/WFN_6.jpg,imgJS/WFN_scramble_47.jpg,imgJS/WFN_71.jpg,imgJS/WFN_scramble_54.jpg,imgJS/WFN_scramble_64.jpg,imgJS/WFN"",""999"",""999"",""rsvp_img_15"",""1"",""0"",""1"",""4"",""1"",""5"",""2"",""7"",""2"",""rsvp_flux"",""38"",""34709"",""0.0-38.0"",""2365186""";
"1439.0649999841,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""1"",""0"",""1"",""4"",""1"",""5"",""2"",""7"",""2"",""html-keyboard-response"",""39"",""36150"",""0.0-39.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""40"",""37188"",""0.0-40.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""1"",""1"",""1"",""1"",""8"",""1"",""12"",""2"",""html-keyboard-response"",""41"",""37692"",""0.0-41.0"",""2365186""";
"999,""imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_23.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_23.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_14.jpg,imgJS/WMF_scramble_26.jpg,im"",""999"",""999"",""rsvp_img_15"",""1"",""1"",""1"",""1"",""1"",""8"",""1"",""12"",""2"",""rsvp_flux"",""42"",""38746"",""0.0-42.0"",""2365186""";
"782.84999995958,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswFem"",""1"",""1"",""1"",""1"",""1"",""8"",""1"",""12"",""2"",""html-keyboard-response"",""43"",""39531"",""0.0-43.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""44"",""40566"",""0.0-44.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""2"",""1"",""2"",""1"",""6"",""0"",""10"",""3"",""html-keyboard-response"",""45"",""41071"",""0.0-45.0"",""2365186""";
"999,""imgJS/WFF_scramble_33.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_30.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_scramble_7.jpg,imgJS/WFF_scramble_6.jpg,imgJS/WFF_25.jpg,imgJS/WFF_scramble_8.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_7.jpg,img"",""999"",""999"",""rsvp_img_15"",""1"",""2"",""1"",""2"",""1"",""6"",""0"",""10"",""3"",""rsvp_flux"",""46"",""42123"",""0.0-46.0"",""2365186""";
"935.57500001043,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswHom"",""1"",""2"",""1"",""2"",""1"",""6"",""0"",""10"",""3"",""html-keyboard-response"",""47"",""43061"",""0.0-47.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""48"",""44105"",""0.0-48.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""3"",""1"",""2"",""1"",""8"",""0"",""12"",""3"",""html-keyboard-response"",""49"",""44611"",""0.0-49.0"",""2365186""";
"999,""imgJS/WFF_scramble_19.jpg,imgJS/WFF_scramble_32.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_30.jpg,imgJS/WFF_18.jpg,imgJS/WFF_scramble_26.jpg"",""999"",""999"",""rsvp_img_15"",""1"",""3"",""1"",""2"",""1"",""8"",""0"",""12"",""3"",""rsvp_flux"",""50"",""45664"",""0.0-50.0"",""2365186""";
"607.14499995811,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""1"",""3"",""1"",""2"",""1"",""8"",""0"",""12"",""3"",""html-keyboard-response"",""51"",""46274"",""0.0-51.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""52"",""47309"",""0.0-52.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""4"",""1"",""3"",""1"",""6"",""1"",""10"",""0"",""html-keyboard-response"",""53"",""47814"",""0.0-53.0"",""2365186""";
"999,""imgJS/WMF_scramble_29.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_12.jpg,imgJS/WMF_scramble_5.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_8.jpg,imgJS/WMF_scramble_13.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_21.jpg,im"",""999"",""999"",""rsvp_img_15"",""1"",""4"",""1"",""3"",""1"",""6"",""1"",""10"",""0"",""rsvp_flux"",""54"",""48867"",""0.0-54.0"",""2365186""";
"787.2099999804,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswFem"",""1"",""4"",""1"",""3"",""1"",""6"",""1"",""10"",""0"",""html-keyboard-response"",""55"",""49656"",""0.0-55.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""56"",""50691"",""0.0-56.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""5"",""1"",""1"",""1"",""8"",""1"",""10"",""3"",""html-keyboard-response"",""57"",""51196"",""0.0-57.0"",""2365186""";
"999,""imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_13.jpg,imgJS/WMF_20.jpg,imgJS/WMF_scramble_21.jpg,img"",""999"",""999"",""rsvp_img_15"",""1"",""5"",""1"",""1"",""1"",""8"",""1"",""10"",""3"",""rsvp_flux"",""58"",""52248"",""0.0-58.0"",""2365186""";
"530.19999997923,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""79"",""rsvpAnswFem"",""1"",""5"",""1"",""1"",""1"",""8"",""1"",""10"",""3"",""html-keyboard-response"",""59"",""52781"",""0.0-59.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""60"",""53815"",""0.0-60.0"",""2365186""";
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""61"",""53819"",""0.0-61.0"",""2365186""";
"999,""instructions/instructionsDiapo/Slide11.jpg"",""999"",""999"",""instr"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""image-keyboard-response"",""62"",""59776"",""0.0-62.0"",""2365186""";
"999,""instructions/instructionsDiapo/Slide5.jpg"",""999"",""999"",""instrCondi"",""0"",""999"",NULL,NULL,""2"",""999"",""999"",""999"",""999"",""image-keyboard-response"",""63"",""64812"",""0.0-63.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""0"",""1"",""2"",""2"",""5"",""0"",""7"",""2"",""html-keyboard-response"",""64"",""65316"",""0.0-64.0"",""2365186""";
"999,""imgJS/WFF_scramble_5.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_32.jpg,imgJS/WFF_scramble_25.jpg,imgJS/WFN_55.jpg,imgJS/WFF_scramble_36.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF"",""999"",""999"",""rsvp_img_15"",""0"",""0"",""1"",""2"",""2"",""5"",""0"",""7"",""2"",""rsvp_flux"",""65"",""66369"",""0.0-65.0"",""2365186""";
"917.70500002895,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""0"",""0"",""1"",""2"",""2"",""5"",""0"",""7"",""2"",""html-keyboard-response"",""66"",""67289"",""0.0-66.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""67"",""68326"",""0.0-67.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""1"",""1"",""4"",""2"",""8"",""2"",""12"",""2"",""html-keyboard-response"",""68"",""68832"",""0.0-68.0"",""2365186""";
"999,""imgJS/WFN_scramble_17.jpg,imgJS/WFN_scramble_14.jpg,imgJS/WFN_scramble_77.jpg,imgJS/WFN_scramble_26.jpg,imgJS/WFN_scramble_29.jpg,imgJS/WFN_scramble_83.jpg,imgJS/WFN_scramble_42.jpg,imgJS/WFN_scramble_58.jpg,imgJS/WFN_41.jpg,imgJS/WFN_scramble_7.jpg,"",""999"",""999"",""rsvp_img_15"",""0"",""1"",""1"",""4"",""2"",""8"",""2"",""12"",""2"",""rsvp_flux"",""69"",""69884"",""0.0-69.0"",""2365186""";
"431.4000000013,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""0"",""1"",""1"",""4"",""2"",""8"",""2"",""12"",""2"",""html-keyboard-response"",""70"",""70318"",""0.0-70.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""71"",""71355"",""0.0-71.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""2"",""1"",""1"",""2"",""7"",""1"",""11"",""2"",""html-keyboard-response"",""72"",""71859"",""0.0-72.0"",""2365186""";
"999,""imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_11.jpg,imgJS/WMF_26.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_17.jpg,im"",""999"",""999"",""rsvp_img_15"",""0"",""2"",""1"",""1"",""2"",""7"",""1"",""11"",""2"",""rsvp_flux"",""73"",""72914"",""0.0-73.0"",""2365186""";
"396.84000000125,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswFem"",""0"",""2"",""1"",""1"",""2"",""7"",""1"",""11"",""2"",""html-keyboard-response"",""74"",""73313"",""0.0-74.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""75"",""74349"",""0.0-75.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""3"",""1"",""3"",""2"",""8"",""1"",""12"",""0"",""html-keyboard-response"",""76"",""74854"",""0.0-76.0"",""2365186""";
"999,""imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_27.jpg,imgJS/WMF_scramble_11.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_14.jpg,imgJS/WMF_scramble_9.jpg,i"",""999"",""999"",""rsvp_img_15"",""0"",""3"",""1"",""3"",""2"",""8"",""1"",""12"",""0"",""rsvp_flux"",""77"",""75907"",""0.0-77.0"",""2365186""";
"1024.9250000343,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswFem"",""0"",""3"",""1"",""3"",""2"",""8"",""1"",""12"",""0"",""html-keyboard-response"",""78"",""76934"",""0.0-78.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""79"",""77969"",""0.0-79.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""4"",""1"",""2"",""2"",""6"",""0"",""8"",""2"",""html-keyboard-response"",""80"",""78473"",""0.0-80.0"",""2365186""";
"999,""imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_12.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_30.jpg,imgJS/WFF_33.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFN_50.jpg,imgJS/WFF_scramble_33.jpg,imgJS/WF"",""999"",""999"",""rsvp_img_15"",""0"",""4"",""1"",""2"",""2"",""6"",""0"",""8"",""2"",""rsvp_flux"",""81"",""79526"",""0.0-81.0"",""2365186""";
"303.35999996169,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswHom"",""0"",""4"",""1"",""2"",""2"",""6"",""0"",""8"",""2"",""html-keyboard-response"",""82"",""79832"",""0.0-82.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""83"",""80867"",""0.0-83.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""0"",""5"",""1"",""1"",""2"",""8"",""1"",""12"",""3"",""html-keyboard-response"",""84"",""81372"",""0.0-84.0"",""2365186""";
"999,""imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_27.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_26.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_15.jpg,imgJS/WMF_scramble_14.jpg,i"",""999"",""999"",""rsvp_img_15"",""0"",""5"",""1"",""1"",""2"",""8"",""1"",""12"",""3"",""rsvp_flux"",""85"",""82425"",""0.0-85.0"",""2365186""";
"336.39999997104,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswFem"",""0"",""5"",""1"",""1"",""2"",""8"",""1"",""12"",""3"",""html-keyboard-response"",""86"",""82764"",""0.0-86.0"",""2365186"""
"999,""999"",""999"",""999"",""fullscreenExp"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""fullscreen"",""87"",""83769"",""0.0-87.0"",""2365186""";
"999,""instructions/instructionsDiapo/Slide6.jpg"",""999"",""999"",""instrCondi"",""1"",""999"",NULL,NULL,""1"",""999"",""999"",""999"",""999"",""image-keyboard-response"",""88"",""84838"",""0.0-88.0"",""2365186""";
"999,""fixation_cross"",""999"",""999"",""fixation"",""1"",""0"",""2"",""3"",""1"",""4"",""3"",""8"",""2"",""html-keyboard-response"",""89"",""85341"",""0.0-89.0"",""2365186""";
"999,""imgJS/WMN_scramble_5.jpg,imgJS/WMN_scramble_24.jpg,imgJS/WMN_scramble_5.jpg,imgJS/WMN_scramble_91.jpg,imgJS/WMN_32.jpg,imgJS/WMN_scramble_44.jpg,imgJS/WMN_scramble_69.jpg,imgJS/WMN_scramble_76.jpg,imgJS/WFN_67.jpg,imgJS/WMN_scramble_2.jpg,imgJS/WMN_s"",""999"",""999"",""rsvp_img_15"",""1"",""0"",""2"",""3"",""1"",""4"",""3"",""8"",""2"",""rsvp_flux"",""90"",""86395"",""0.0-90.0"",""2365186""";
"397.86500000628,""<div style=""""font-size:24px";"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>"",""999"",""78"",""rsvpAnswFem"",""1"",""0"",""2"",""3"",""1"",""4"",""3"",""8"",""2"",""html-keyboard-response"",""91"",""86795"",""0.0-91.0"",""2365186"""
